SessionNumber,DateTime,Device,Assessment,StartTime,StopTime,GameName,TrialDataFileLocation,DeviceSetupLocation,AssistMode,AssistModeParameters,GameParameter,Mechanism,MoveTime
46,29-11-2024 10:02,PLUTO,0,29-11-2024 10:02,29-11-2024 10:04,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_tukTuk_D2024-11-29T10-02-16.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:04,PLUTO,0,29-11-2024 10:04,29-11-2024 10:05,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_hatTrick_D2024-11-29T10-04-09.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:05,PLUTO,0,29-11-2024 10:05,29-11-2024 10:06,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_tukTuk_D2024-11-29T10-05-52.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
46,29-11-2024 10:06,PLUTO,0,29-11-2024 10:06,29-11-2024 10:08,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session46\HOC_hatTrick_D2024-11-29T10-06-41.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
47,29-11-2024 10:22,PLUTO,0,29-11-2024 10:22,29-11-2024 10:22,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session47\HOC_pingPong_D2024-11-29T10-22-13.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
47,29-11-2024 10:22,PLUTO,0,29-11-2024 10:22,29-11-2024 10:22,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session47\HOC_pingPong_D2024-11-29T10-22-34.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
48,29-11-2024 10:27,PLUTO,0,29-11-2024 10:27,29-11-2024 10:27,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session48\HOC_pingPong_D2024-11-29T10-27-11.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
49,29-11-2024 10:30,PLUTO,0,29-11-2024 10:30,29-11-2024 10:31,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session49\HOC_pingPong_D2024-11-29T10-30-10.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
49,29-11-2024 10:31,PLUTO,0,29-11-2024 10:31,29-11-2024 10:32,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session49\HOC_pingPong_D2024-11-29T10-31-29.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
49,29-11-2024 10:32,PLUTO,0,29-11-2024 10:32,29-11-2024 10:33,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session49\HOC_tukTuk_D2024-11-29T10-32-41.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
49,29-11-2024 10:34,PLUTO,0,29-11-2024 10:34,29-11-2024 10:35,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session49\HOC_hatTrick_D2024-11-29T10-34-11.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
50,29-11-2024 12:02,PLUTO,0,29-11-2024 12:02,29-11-2024 12:02,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session50\HOC_hatTrick_D2024-11-29T12-02-01.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
51,29-11-2024 16:19,PLUTO,0,29-11-2024 16:19,29-11-2024 16:21,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-11-29\Session51\HOC_pingPong_D2024-11-29T16-19-50.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
52,02-12-2024 09:17,PLUTO,0,02-12-2024 09:17,02-12-2024 09:18,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session52\HOC_pingPong_D2024-12-02T09-17-36.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
52,02-12-2024 09:18,PLUTO,0,02-12-2024 09:18,02-12-2024 09:21,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session52\HOC_tukTuk_D2024-12-02T09-18-37.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
52,02-12-2024 09:21,PLUTO,0,02-12-2024 09:21,02-12-2024 09:21,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session52\HOC_hatTrick_D2024-12-02T09-21-16.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
52,02-12-2024 09:22,PLUTO,0,02-12-2024 09:22,02-12-2024 09:22,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session52\HOC_hatTrick_D2024-12-02T09-22-23.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
53,02-12-2024 09:42,PLUTO,0,02-12-2024 09:42,02-12-2024 09:42,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session53\HOC_pingPong_D2024-12-02T09-42-36.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
54,02-12-2024 10:00,PLUTO,0,02-12-2024 10:00,02-12-2024 10:01,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session54\HOC_hatTrick_D2024-12-02T10-00-31.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
54,02-12-2024 10:01,PLUTO,0,02-12-2024 10:01,02-12-2024 10:02,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session54\HOC_tukTuk_D2024-12-02T10-01-13.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
54,02-12-2024 10:03,PLUTO,0,02-12-2024 10:03,02-12-2024 10:03,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session54\HOC_hatTrick_D2024-12-02T10-03-05.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
55,02-12-2024 10:13,PLUTO,0,02-12-2024 10:13,02-12-2024 10:15,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session55\HOC_hatTrick_D2024-12-02T10-13-25.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
56,02-12-2024 10:40,PLUTO,0,02-12-2024 10:40,02-12-2024 10:41,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session56\HOC_tukTuk_D2024-12-02T10-40-13.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
56,02-12-2024 10:42,PLUTO,0,02-12-2024 10:42,02-12-2024 10:44,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session56\HOC_tukTuk_D2024-12-02T10-42-50.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
56,02-12-2024 10:44,PLUTO,0,02-12-2024 10:44,02-12-2024 10:45,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session56\HOC_pingPong_D2024-12-02T10-44-42.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
56,02-12-2024 10:47,PLUTO,0,02-12-2024 10:47,02-12-2024 10:48,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session56\FPS_hatTrick_D2024-12-02T10-47-16.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
56,02-12-2024 10:48,PLUTO,0,02-12-2024 10:51,02-12-2024 10:52,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session56\FPS_tukTuk_D2024-12-02T10-51-43.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
57,02-12-2024 10:56,PLUTO,0,02-12-2024 10:56,02-12-2024 10:56,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session57\FPS_tukTuk_D2024-12-02T10-56-18.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
57,02-12-2024 10:56,PLUTO,0,02-12-2024 10:59,02-12-2024 11:00,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session57\FPS_tukTuk_D2024-12-02T10-59-59.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
57,02-12-2024 11:00,PLUTO,0,02-12-2024 11:02,02-12-2024 11:02,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session57\FPS_tukTuk_D2024-12-02T11-02-01.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
57,02-12-2024 11:02,PLUTO,0,02-12-2024 11:02,02-12-2024 11:02,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session57\FPS_tukTuk_D2024-12-02T11-02-21.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
57,02-12-2024 11:02,PLUTO,0,02-12-2024 11:02,02-12-2024 11:02,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session57\FPS_tukTuk_D2024-12-02T11-02-31.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
58,02-12-2024 11:04,PLUTO,0,02-12-2024 11:04,02-12-2024 11:05,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session58\FPS_tukTuk_D2024-12-02T11-04-47.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
59,02-12-2024 11:09,PLUTO,0,02-12-2024 11:09,02-12-2024 11:09,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session59\FPS_tukTuk_D2024-12-02T11-09-27.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
60,02-12-2024 11:44,PLUTO,0,02-12-2024 11:44,02-12-2024 11:45,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session60\FPS_tukTuk_D2024-12-02T11-44-26.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
60,02-12-2024 11:46,PLUTO,0,02-12-2024 11:46,02-12-2024 11:48,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session60\FPS_tukTuk_D2024-12-02T11-46-26.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
60,02-12-2024 11:48,PLUTO,0,02-12-2024 11:48,02-12-2024 11:49,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session60\FPS_hatTrick_D2024-12-02T11-48-18.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
61,02-12-2024 11:53,PLUTO,0,02-12-2024 11:53,02-12-2024 11:54,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session61\FPS_tukTuk_D2024-12-02T11-53-12.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
62,02-12-2024 12:04,PLUTO,0,02-12-2024 12:04,02-12-2024 12:04,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session62\FPS_tukTuk_D2024-12-02T12-04-01.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
62,02-12-2024 12:04,PLUTO,0,02-12-2024 12:04,02-12-2024 12:04,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session62\FPS_tukTuk_D2024-12-02T12-04-16.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
62,02-12-2024 12:04,PLUTO,0,02-12-2024 12:04,02-12-2024 12:05,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session62\FPS_tukTuk_D2024-12-02T12-04-52.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
62,02-12-2024 12:05,PLUTO,0,02-12-2024 12:05,02-12-2024 12:05,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session62\FPS_tukTuk_D2024-12-02T12-05-16.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
62,02-12-2024 12:05,PLUTO,0,02-12-2024 12:05,02-12-2024 12:05,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session62\FPS_tukTuk_D2024-12-02T12-05-42.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
62,02-12-2024 12:05,PLUTO,0,02-12-2024 12:05,02-12-2024 12:06,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session62\FPS_hatTrick_D2024-12-02T12-05-53.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
63,02-12-2024 12:10,PLUTO,0,02-12-2024 12:10,02-12-2024 12:11,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session63\FPS_tukTuk_D2024-12-02T12-10-52.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
63,02-12-2024 12:11,PLUTO,0,02-12-2024 12:11,02-12-2024 12:12,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session63\FPS_tukTuk_D2024-12-02T12-11-15.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
63,02-12-2024 12:12,PLUTO,0,02-12-2024 12:12,02-12-2024 12:12,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session63\FPS_pingPong_D2024-12-02T12-12-18.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
63,02-12-2024 12:12,PLUTO,0,02-12-2024 12:12,02-12-2024 12:13,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session63\FPS_hatTrick_D2024-12-02T12-12-58.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
64,02-12-2024 12:39,PLUTO,0,02-12-2024 12:39,02-12-2024 12:40,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session64\FPS_tukTuk_D2024-12-02T12-39-55.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
64,02-12-2024 12:40,PLUTO,0,02-12-2024 12:40,02-12-2024 12:40,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session64\FPS_hatTrick_D2024-12-02T12-40-50.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
64,02-12-2024 12:41,PLUTO,0,02-12-2024 12:41,02-12-2024 12:41,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session64\FPS_hatTrick_D2024-12-02T12-41-10.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
64,02-12-2024 12:43,PLUTO,0,02-12-2024 12:43,02-12-2024 12:44,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session64\FPS_tukTuk_D2024-12-02T12-43-18.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
64,02-12-2024 12:45,PLUTO,0,02-12-2024 12:45,02-12-2024 12:45,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session64\FPS_pingPong_D2024-12-02T12-45-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
64,02-12-2024 12:46,PLUTO,0,02-12-2024 12:46,02-12-2024 12:46,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session64\FPS_pingPong_D2024-12-02T12-46-53.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
65,02-12-2024 13:53,PLUTO,0,02-12-2024 13:53,02-12-2024 13:55,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session65\FPS_pingPong_D2024-12-02T13-53-42.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
65,02-12-2024 13:55,PLUTO,0,02-12-2024 13:55,02-12-2024 13:55,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session65\FPS_pingPong_D2024-12-02T13-55-04.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
65,02-12-2024 13:56,PLUTO,0,02-12-2024 13:56,02-12-2024 13:57,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session65\FPS_pingPong_D2024-12-02T13-56-10.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
66,02-12-2024 14:07,PLUTO,0,02-12-2024 14:07,02-12-2024 14:07,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session66\FPS_pingPong_D2024-12-02T14-07-08.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
66,02-12-2024 14:08,PLUTO,0,02-12-2024 14:08,02-12-2024 14:08,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session66\FPS_tukTuk_D2024-12-02T14-08-15.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
67,02-12-2024 14:17,PLUTO,0,02-12-2024 14:17,02-12-2024 14:17,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session67\FPS_tukTuk_D2024-12-02T14-17-26.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
67,02-12-2024 14:17,PLUTO,0,02-12-2024 14:17,02-12-2024 14:18,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session67\FPS_tukTuk_D2024-12-02T14-17-39.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
68,02-12-2024 14:23,PLUTO,0,02-12-2024 14:23,02-12-2024 14:23,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session68\FPS_tukTuk_D2024-12-02T14-23-07.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
69,02-12-2024 14:26,PLUTO,0,02-12-2024 14:26,02-12-2024 14:27,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session69\FPS_tukTuk_D2024-12-02T14-26-49.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
69,02-12-2024 14:27,PLUTO,0,02-12-2024 14:27,02-12-2024 14:27,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-02\Session69\FPS_hatTrick_D2024-12-02T14-27-19.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
70,04-12-2024 12:35,PLUTO,0,04-12-2024 12:35,04-12-2024 12:35,PING-PONG,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_pingPong_D2024-12-04T12-35-00.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
70,04-12-2024 12:36,PLUTO,0,04-12-2024 12:36,04-12-2024 12:37,TUK-TUK,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_tukTuk_D2024-12-04T12-36-11.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
70,04-12-2024 12:38,PLUTO,0,04-12-2024 12:38,04-12-2024 12:39,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
71,05-12-2024 12:38,PLUTO,0,05-12-2024 12:38,05-12-2024 13:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
71,05-12-2024 13:38,PLUTO,0,05-12-2024 13:38,05-12-2024 14:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WURD,60
71,05-12-2024 14:38,PLUTO,0,05-12-2024 14:38,05-12-2024 15:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,60
71,05-12-2024 15:38,PLUTO,0,05-12-2024 15:38,05-12-2024 16:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WFE,60
71,05-12-2024 16:38,PLUTO,0,05-12-2024 16:38,05-12-2024 17:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,60
71,05-12-2024 17:38,PLUTO,0,05-12-2024 17:38,05-12-2024 18:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME2,60
72,06-12-2024 16:38,PLUTO,0,06-12-2024 16:38,06-12-2024 17:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME1,60
72,06-12-2024 17:38,PLUTO,0,06-12-2024 17:38,06-12-2024 18:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FME2,60
72,06-12-2024 18:38,PLUTO,0,06-12-2024 18:38,06-12-2024 19:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,60
72,06-12-2024 19:38,PLUTO,0,06-12-2024 19:38,06-12-2024 20:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WURD,60
73,06-12-2024 18:38,PLUTO,0,06-12-2024 18:38,06-12-2024 19:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,90
73,06-12-2024 19:38,PLUTO,0,06-12-2024 19:38,06-12-2024 20:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WURD,70
74,07-12-2024 16:38,PLUTO,0,07-12-2024 16:38,07-12-2024 17:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WFE,90
74,07-12-2024 17:38,PLUTO,0,07-12-2024 17:38,07-12-2024 18:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,70
74,07-12-2024 18:38,PLUTO,0,07-12-2024 17:38,07-12-2024 19:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,71
75,08-12-2024 16:38,PLUTO,0,08-12-2024 16:38,08-12-2024 17:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,WFE,90
75,08-12-2024 17:38,PLUTO,0,08-12-2024 17:38,08-12-2024 18:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,FPS,70
75,08-12-2024 18:38,PLUTO,0,08-12-2024 18:38,08-12-2024 19:09,HAT-Trick,D:/GamePP/PLUTO-HOMER/Assets/data/sessions\2024-12-04\Session70\HOC_hatTrick_D2024-12-04T12-38-06.csv,CMC-Bioeng-dpt,Null,Null,YourGameParameter,HOC,71
